senti_words,score
공손히 진찰하다,2.0
공연한,-1.0
공연한 짓을,-1.0
공연히,-1.0
공연히 놀며,-1.0
공연히 미워하고,-2.0
공익을,2.0
공익을 목적으로,2.0
공적의,0.0
공적이 많은,2.0
공정하다,2.0
공정하여,2.0
공정한,1.0
공정함,2.0
공평하다,1.0
공평하여,1.0
공평하여 어느,1.0
공평함,1.0
공포,-2.0
공포나,-1.0
공포나 긴장으로,-2.0
공포증,-2.0
공허하다,-1.0
공허한,-1.0
공허한 느낌,-1.0
공허한 느낌이,-1.0
공황상태,-1.0
공황장애,-1.0
과거에 급제하여,2.0
과격하다,-1.0
과격한,-1.0
과금,-1.0
과대망상에,-1.0
과대망상에 빠진,-1.0
과도하게,-1.0
과로,-1.0
과로 따위가,-1.0
과로 따위로,-1.0
과로로,-1.0
과식을,-1.0
과식을 하거나,-1.0
과음,-2.0
과음하거나,-1.0
과장되다,-2.0
과장되어,-1.0
과장된,-2.0
과체중,-2.0
과하다,-1.0
관계가 끊어지거나,-1.0
관계가 끊어지는,-1.0
관계가 끊어지다,-1.0
관계가 맺어지다,1.0
관계를 끊다,-1.0
관계를 맺다,1.0
관계없는,-1.0
관계없는 행동을,-1.0
관광할 만한,1.0
관능적이다,1.0
관람객이 줄어들다,-1.0
관심병,-1.0
관심을 가지지 아니하고,-1.0
관심을 가짐,1.0
관심을 기울이다,1.0
관심이 있다,1.0
관심이나,1.0
관심이나 좋아하는,2.0
관심이나 흥미,1.0
관절염,-2.0
관절이 저리고,-1.0
관철하려고 다투는,-1.0
괄시,-2.0
괄시하다,-2.0
광견병을,-1.0
광명이,2.0
광탈,-1.0
괘씸하고,-1.0
괘씸하고 얄미운,-2.0
괘씸하고 얄밉다,-2.0
괘씸한,-2.0
괘씸한 데가,-2.0
괜찮거나,1.0
괜찮고,1.0
괜찮다,1.0
괜한 트집을,-1.0
괜히 트집을,-1.0
괴로운,-2.0
괴로운 느낌,-2.0
괴로운 느낌을,-2.0
괴로운 모양,-2.0
괴로운 상태가,-2.0
괴로운 상태로,-2.0
괴로운 상태에,-2.0
괴로울,-2.0
괴로울 때에,-2.0
괴로움,-2.0
괴로움과,-2.0
괴로움과 아픔,-2.0
괴로움을,-2.0
괴로움을 가져오며,-2.0
괴로움을 느끼다,-2.0
괴로움을 없애,1.0
괴로움이나,-2.0
괴로워,-2.0
괴로워하는,-2.0
괴로워하는 모양이나,-2.0
괴로워하다,-2.0
괴로워하며,-2.0
괴롭거나,-2.0
괴롭거나 성가시다,-2.0
괴롭게,-2.0
괴롭게 내는,-2.0
괴롭게 되다,-2.0
괴롭게 소리를,-2.0
괴롭게 여기다,-2.0
괴롭고,-2.0
괴롭고 귀찮게,-2.0
괴롭고 귀찮다,-2.0
괴롭고 아픈,-2.0
괴롭다,-2.0
괴롭지 아니하여,1.0
괴롭히거나,-2.0
괴롭히거나 못살게,-2.0
괴롭히는,-2.0
괴롭히는 일,-2.0
괴롭히는 짓을,-2.0
괴롭히다,-2.0
괴멸,-2.0
괴멸되다,-2.0
괴멸하다,-2.0
괴물,-1.0
괴사가,-2.0
괴사가 일어난,-2.0
괴상하고,-2.0
괴상한,-2.0
괴상한 데가,-2.0
괴상한 일,-2.0
괴상한 일이,-1.0
괴이쩍게,-1.0
괴이쩍게 생각하다,-1.0
괴이하게,-2.0
괴이하게 여기다,-2.0
굉장하게,2.0
굉장하다,2.0
교관하다,0.0
교도소에 수감된,-1.0
교리에 밝고,2.0
교만하게,-1.0
교만하게 굶,-1.0
교만하고,-1.0
교만하다,-1.0
교만하여,-1.0
교만함,-1.0
교모하게 괴롭히거나,-1.0
교묘하게,1.0
교묘하고,-1.0
교묘하다,-1.0
교묘히 넘기는,-1.0
교양,1.0
교양과,1.0
교양이 없고,-1.0
교양이 없다,-1.0
교양이 있다,1.0
교양이 있어,1.0
교육적인,1.0
교제를 끊어,-1.0
교통을 허락하다,1.0
교통이 허락되다,1.0
교화하고,1.0
교활하고,-1.0
교활한,-1.0
교활한 무리들이,-1.0
교활한 수단을,-1.0
교활한 수단이나,-1.0
교훈,1.0
구경하며 즐기다,1.0
구구함이나 연연함이 없다,1.0
구김살 없이,1.0
구김살이 없다,1.0
구김살이 없이,1.0
구두쇠처럼,-1.0
구리게,-1.0
구박하거나,-1.0
구성지고,1.0
구속하다,-1.0
구속함,-1.0
구슬퍼질,-1.0
구슬퍼질 정도로,-1.0
구슬프고,-1.0
구슬프고 쓸쓸한,-2.0
구슬프다,-1.0
구슬피,-1.0
구역날,-2.0
구역날 듯하다,-2.0
구역이 나려는,-2.0
구역질,-2.0
구역질나는,-2.0
구역질나다,-2.0
구역질을,-2.0
구역질을 하는,-2.0
구역질이,-2.0
구역질이 나는,-2.0
구역질이 나다,-2.0
구역질이 나서,-2.0
구역질하다,-2.0
구원하다,1.0
구원한,1.0
구원한 일,1.0
구제함,1.0
구차스러운,-2.0
구차스러운 짓을,-2.0
구차스럽게,-2.0
구차스럽게 구는,-2.0
구차스럽게 굴다,-2.0
구차하여,-2.0
구차하지 않다,1.0
구토,-1.0
구토 증세가,-1.0
구토를,-1.0
구토를 일으키거나,-1.0
국내의 반란,-1.0
군살이 처지도록,-1.0
군색함,-1.0
군소리 없이,1.0
군소리를,-1.0
군소리를 내다,-1.0
군소리를 하는,-1.0
군소리를 하다,-1.0
굳게,1.0
굳게 맹세하다,1.0
굳게 믿다,1.0
굳고 행실이,1.0
굳세거나,2.0
굳세게,2.0
굳세게 함,2.0
굳세고,2.0
굳세고 야무지다,2.0
굳세다,2.0
굳센 기상이,2.0
굳어지다,-1.0
굳은,0.0
굳은 상태로,0.0
굳지 못하고,-1.0
굳지 못하여,-1.0
굴복시킴,-1.0
굴복하지 않고,1.0
굴욕,-2.0
굴욕감,-2.0
굴욕을,-2.0
굴욕을 당하거나,-2.0
굴욕을 당하여,-2.0
굴욕적,-2.0
굵고 시원시원한,2.0
굶는,-1.0
굶는 모양,-1.0
굶다,-1.0
굶주려서,-1.0
굶주리고,-1.0
굶주리다,-1.0
굶주린,-1.0
굶주린 백성을,-1.0
굼드게 먹는,-1.0
굼뜨게,-1.0
굼뜨게 먹다,-1.0
굼뜨게 움직이는,-1.0
굼뜨게 움직이다,-1.0
굼뜨게 하다,-1.0
굼뜨게 행동하는,-1.0
굼뜨게 행동하다,-1.0
굼뜨고,-1.0
굼뜨고 거추장스럽게,-2.0
굼뜨고 게으르게,-2.0
굼뜨고 좀스럽게,-2.0
굼뜨다,-1.0
굽신,-2.0
굽신거리다,-2.0
굽신굽신,-2.0
굽신굽신하다,-2.0
굽신대다,-2.0
굽신하다,-2.0
굽실,-2.0
굽실거리다,-2.0
굽실굽실,-2.0
굽실굽실하다,-2.0
굽실대다,-2.0
굽실하다,-2.0
굽혀서 산다는,-2.0
굽히지 아니하고,1.0
굽히지 않는,0.0
궁상스러운,-2.0
궁상스러운 모양,-2.0
궁상스럽다,-2.0
궁색하게,-2.0
궁색하다,-2.0
궁색하여,-2.0
궁핍하다,-2.0
궁핍히,-2.0
궁하고,-2.0
궁하다,-2.0
궂게,-1.0
궂다,-1.0
권리를 없애거나,-1.0
권리를 침해한,-1.0
권세를 꺾다,0.0
권세를 마음대로,-1.0
권태,-1.0
권태감,-1.0
권태기,-1.0
권태로이,-1.0
권태롭다,-1.0
권태를,-1.0
권태를 느끼는,-1.0
궐기할,1.0
궐기할 것을,1.0
귀머거리,-1.0
귀먹은,-1.0
귀양을 보내던,-2.0
귀양이 보내어지다,-2.0
귀에 즐거움과,2.0
귀여운,2.0
귀여운 느낌이,2.0
귀여운 데가,2.0
귀여워하거나,2.0
귀여워하거나 즐김,2.0
귀여워하다,2.0
귀여워할,2.0
귀여워할 때,2.0
귀염성,2.0
귀염성스럽다,2.0
귀염성스레,2.0
귀염을,2.0
귀염을 받는,1.0
귀염을 받을,2.0
귀염을 받지 못할,-1.0
귀엽게,2.0
귀엽게 걷는,2.0
귀엽게 걷다,2.0
귀엽게 기울어지는,2.0
귀엽게 기울어지다,2.0
귀엽게 놀리며,2.0
귀엽게 떠서,2.0
귀엽게 여기다,2.0
귀엽게 움직이는,2.0
귀엽게 움직이다,2.0
귀엽게 움직이며,2.0
귀엽게 웃는,2.0
귀엽게 웃다,2.0
귀엽게 이르는,2.0
귀엽게 흔들리는,2.0
귀엽게 흔들리다,2.0
귀엽고,2.0
귀엽고 보드랍게,2.0
귀엽고 탐스러운,2.0
귀엽고 탐스럽다,2.0
귀엽고 환하게,2.0
귀엽다,2.0
귀엽도록,2.0
귀엽도록 보드랍고,2.0
귀요미,2.0
귀중하게,2.0
귀중하다,2.0
귀중한,2.0
귀중한 보배,2.0
귀중한 자원이라는,2.0
귀중히,2.0
귀중히 여기는,2.0
귀중히 여기다,2.0
귀차니즘,-1.0
귀찮거나,-1.0
귀찮게,-1.0
귀찮게 구는,-1.0
귀찮게 굴다,-1.0
귀찮게 씹히는,-1.0
귀찮게 씹히다,-1.0
귀찮게 하는,-1.0
귀찮게 하다,-1.0
귀찮게 하여,-1.0
귀찮고,-1.0
귀찮고 성가시다,-2.0
귀찮다,-1.0
귀찮아하도록,-1.0
귀찮아하도록 성가시게,-2.0
귀찮으면서도,-1.0
귀찮은,-2.0
귀찮을,-1.0
귀찮을 때,-1.0
귀찮을 정도로,-1.0
귀찮음,-1.0
귀하게,2.0
귀하게 되어,1.0
귀하게 될,1.0
귀하고,2.0
귀하고 값진,2.0
귀하고 중요하게,2.0
귀하고 중요하다,2.0
귀하다,2.0
귀하며,2.0
귀한,2.0
규모가 크고,1.0
규범을 어기면서,-1.0
규칙을 어겨,-1.0
균의,-1.0
균의 침입으로,-1.0
균형을 잃거나,-1.0
그 감동,2.0
그 긍지,2.0
그 방정,-1.0
그 범죄를,-1.0
그 사랑,2.0
그 시체를,-1.0
그 실수,-1.0
그 질병,-1.0
그 한숨,-1.0
그 형벌에,-1.0
그대로 설사하는,-2.0
그대로 힘없이,-1.0
그득한 병,-1.0
그러하다,1.0
그런 근심,-1.0
그런 비판,-1.0
그럴듯하게 대강,-1.0
그럴듯하게 대충,-1.0
그럴듯하다,1.0
그럴싸하다,1.0
그렇게 되리라는,1.0
그렇게 애도함,-1.0
그렇게 인정받는,1.0
그르게 되거나,-1.0
그르치다,-1.0
그른,-2.0
그른 짓을,-2.0
그릇되거나,-2.0
그릇되게,-2.0
그릇되게 하는,-2.0
그릇되게 하다,-2.0
그릇되다,-2.0
그릇된,-2.0
그릇된 방향으로,-2.0
그릇된 일을,-2.0
그릇된 짓을,-2.0
그릇된 행동,-1.0
그릇된 행동을,-1.0
그리운,1.0
그리운 마음이,1.0
그리움,1.0
그리웁다,1.0
그리워지다,1.0
그리워하거나,1.0
그리워하거나 좋아하는,1.0
그리워하거나 좋아하다,1.0
그리워하다,1.0
그리워함,1.0
그린라이트,2.0
그립다,1.0
그만두게,-1.0
그만두게 되거나,-1.0
그만두게 하다,-1.0
그만두다,-1.0
그만두어,-1.0
그만두어 버리다,-1.0
그만두어 버림,-1.0
그와 이별하다,-2.0
그윽하고,1.0
그윽하고 평온하다,1.0
극락,1.0
극복하고,1.0
극복하다,1.0
극성맞게,-1.0
극성맞다,-1.0
극진하게,2.0
극진하다,2.0
극진한 데가,2.0
극혐,-2.0
근거가 없고,-1.0
근본에 맞는,1.0
근사하다,2.0
근심,-1.0
근심 따위로,-1.0
근심 없이,2.0
근심과,-1.0
근심과 걱정으로,-1.0
근심스럽거나,-1.0
근심스럽거나 답답하여,-1.0
근심스럽고,-1.0
근심에 잠겨서,-1.0
근심으로,-1.0
근심이,-1.0
근심이 있어,-1.0
근심이나,-1.0
근심이나 걱정,-1.0
근심이나 걱정이,-2.0
근심이나 걱정이 없고,2.0
근심이나 병,-1.0
근심이나 설움으로,-1.0
근심하거나,-1.0
근심하거나 안타까워,-2.0
근심하고,-1.0
근심하는,-1.0
근심하는 데가,-1.0
근심하다,-1.0
근심하며,-1.0
근심하며 분하게,-1.0
근심함,-1.0
근심함을,-1.0
근심함을 이르는,-1.0
근지럽고,-1.0
근질근질 가려운,-1.0
근질근질하다,-1.0
근하다,2.0
긁어,0.0
긁어 상처를,-1.0
금고를 깨뜨리다,-1.0
금사빠,-1.0
금지되다,-2.0
금지된 물건을,-2.0
금지하는 말과,-2.0
금지하려,-2.0
금지하려 할,-2.0
금지함,-2.0
급성 염증,-2.0
급성 위장염의,-2.0
급작스럽게 화를,-2.0
급하게,-1.0
급하게 몰아쉬는,-1.0
급하게 쉬는,-1.0
급하고,-1.0
급하고 거세다,-1.0
급하고 변덕스러워,-1.0
급하다,-1.0
급한 처지에,-1.0
긍가하다,2.0
긍정,1.0
긍정적,1.0
긍정적으로,2.0
긍정적으로 강조하는,2.0
긍정적이고,2.0
긍정적이고 좋다,2.0
긍정적인,2.0
긍정적인 범위에,2.0
긍정적인 태도,2.0
긍정적인 효과를,2.0
긍정하는,2.0
긍정하는 뜻으로,2.0
긍정할,2.0
긍정할 때,2.0
긍정할 때에,2.0
긍지,2.0
긍지를,2.0
긍지를 가지는,2.0
긍지를 가짐,2.0
기가 눌려,-1.0
기가 막혀,-1.0
기가 막히거나,-1.0
기가 미련이,-1.0
기가 부족하며,-1.0
기가 어색하고,-1.0
기관지염,-1.0
기능 장애로,-2.0
기능을 상실한,-1.0
기능을 잃고,-1.0
기능이 약하여진,-1.0
기능이 허약하여,-1.0
기다리지 못하고,-1.0
기대,1.0
기대 이상으로,2.0
기대 이상이다,2.0
기대가,1.0
기대가 가득하다,1.0
기대되는,2.0
기대된다,1.0
기대를 받다,1.0
기대에 어그러져,-1.0
기대하다,1.0
기대할 만한,2.0
기둥처럼 든든히,2.0
기량이 부족하여,-1.0
기력이 쇠약한,-1.0
기력이 쇠약해지는,-1.0
기력이 약하여,-1.0
기력이 약하여지는,-1.0
기력이 허약하여,-1.0
기를 꺾다,-1.0
기를 꺾음,-1.0
기름기가 많다,-1.0
기름진 땅,1.0
기리어,1.0
기막히다,1.0
기만하다,-2.0
기모띠,1.0
기미하다,2.0
기반이 튼튼하게,1.0
기반이 튼튼하다,1.0
기부하다,1.0
기분 나쁠,-2.0
기분 좋은,2.0
기분을 나쁘게,-2.0
기분이 나쁘거나,-2.0
기분이 상하다,-2.0
기분이 좋게,2.0
기분이 좋다,2.0
기분이 좋은,2.0
기분이 좋을,2.0
기뻐,2.0
기뻐서,2.0
기뻐서 웃는,2.0
기뻐하고,2.0
기뻐하고 즐거워하다,2.0
기뻐하고 즐거워한다는,2.0
기뻐하고 즐거워함,2.0
기뻐하는,2.0
기뻐하다,2.0
기뻐함과,2.0
기뻐함과 즐거워함,2.0
기쁘거나,2.0
기쁘거나 만족스럽거나,2.0
기쁘거나 즐거운,2.0
기쁘거나 흥분하여,2.0
기쁘게,2.0
기쁘게 여기다,2.0
기쁘고,2.0
기쁘고 만족스럽다,2.0
기쁘다,2.0
기쁜,2.0
기쁜 마음,2.0
기쁜 마음으로,2.0
기쁜 마음을,2.0
기쁜 빛,2.0
기쁜 빛을,2.0
기쁜 일이,2.0
기쁨,2.0
기쁨과,2.0
기쁨과 즐거움,2.0
기쁨을,2.0
기쁨을 느끼는,2.0
기쁨을 느끼다,2.0
기쁨을 느끼어,2.0
기쁨을 담은,2.0
기쁨을 아는,2.0
기쁨을 즐기다,2.0
기쁨이나,2.0
기쁨이나 감격이,2.0
기상이 뛰어난,2.0
기세 좋게,2.0
기세가 꺾이고,-1.0
기세가 약해지다,-1.0
기세가 좋은,2.0
기억이 희미해져서,-1.0
기예에 통달하여,1.0
기운 없이,-2.0
기운을 쓰는,-1.0
기운을 잃고,-1.0
기운이 꺾이다,-1.0
기운이 꺾임,-1.0
기운이 다하여,-2.0
기운이 막히다,-1.0
기운이 막힘,-1.0
기운이 못 펴지게,-1.0
기운이 빠져,-2.0
기운이 빠져서,-2.0
기운이 쇠약하여,-2.0
기운이 없거나,-2.0
기운이 없고,-2.0
기운이 없는,-2.0
기운이 없다,-2.0
기운이 없어,-2.0
기운이 없어지고,-2.0
기운이 없이,-2.0
기운이나 의욕 따위가 없이,-2.0
기운차게,2.0
기운차게 솟구쳐,2.0
기운차고,2.0
기운차고 활기,2.0
기운차다,2.0
기울어지며 자꾸,-1.0
기일이 안타깝게,-1.0
기절하듯이,-2.0
기절하듯이 쓰러지다,-2.0
기절할,-2.0
기절할 듯이,-2.0
기죽다,-2.0
기준보다 못하거나,-1.0
기준에 미치지 못하다,-1.0
기준에 어긋나,-2.0
기침,-1.0
기침 소리를,-1.0
기침병을 앓아,-1.0
기침을,-1.0
기침을 심하게,-1.0
기침을 하다,-1.0
기침을 한다,-1.0
기침이,-1.0
기침이 나는,-1.0
기특하고,2.0
기특하고 장하다,2.0
기품이 있다,2.0
기풍,1.0
기피되어,-1.0
기피되어 따돌림을,-2.0
기피하여,-1.0
기피하여 따돌리거나,-2.0
기한까지 내지 못하고,-1.0
기형으로,-1.0
기회를 놓치거나,-1.0
기회주의적이고,-1.0
긴장되고,-1.0
긴장되다,-1.0
긴장을 해소하려,1.0
긴장이나,-1.0
긴장하거나,-1.0
긴장하거나 힘을,-1.0
긴장하다,-1.0
긴장하여,-1.0
긴절하다,0.0
긴절히,0.0
길고 아름다워서,2.0
길막,-1.0
길미,1.0
길을 찾아내다,1.0
길이 막막하게,-2.0
길이 막막하다,-2.0
길이 어둡거나,-1.0
깊고 중대한,1.0
깊은 맛이,2.0
깊은 맛이 있게,2.0
깊은 은혜,2.0
깊은 은혜와,2.0
깊은 이치나,1.0
깊이 감복하여,2.0
깊이 근심함,-2.0
깊이 기억하다,2.0
깊이 따르다,2.0
깊이 따름,2.0
깊이 사귐,2.0
깊이 사모함,2.0
깊이 슬퍼하다,-2.0
깊이 슬퍼함,-2.0
깊이 있고,1.0
깊이가 없고,-1.0
깊지 아니하거나,-1.0
깊지 아니하고,-1.0
ㄲ,-1.0
ㄲㅂ,-1.0
ㄲㅈ,-1.0
까꾸러트리다,-1.0
까다로운,-1.0
까다로운 모양,-1.0
까다로워,-1.0
까다로이,-1.0
까다롭게,-1.0
까다롭게 구는,-1.0
까다롭게 굴거나,-1.0
까다롭게 굴다,-1.0
까다롭고,-1.0
까다롭고 좀스럽게,-1.0
까다롭다,-1.0
까다롭지 아니하다,1.0
까마득하다,-2.0
까마아득하게,-2.0
까무러질,-2.0
까무러질 듯하다,-2.0
까무러질 듯한,-2.0
까무러쳐,-1.0
까무러쳐 넘어지면서,-1.0
까무러칠,-2.0
까무러칠 듯,-2.0
까무러칠 듯이,-2.0
까무러칠 듯하게,-2.0
까무러칠 듯하다,-2.0
까무러칠 듯한,-2.0
까무스름하다,-1.0
까부는,-1.0
까부는 모양,-1.0
까불거나,-1.0
까불기만 하고,-1.0
까불까불하고,-1.0
까불다,-1.0
까불며,-1.0
까불며 웃는,-1.0
까불며 웃다,-1.0
까불며 행동하는,-1.0
까불어,-1.0
까불어 대는,-1.0
까불어 대다,-1.0
까불어서,-1.0
까비,-1.0
까칠하거나,-1.0
까칠하게,-1.0
까칠하게 일어선,-1.0
까칠하다,-1.0
까탈이,-1.0
까탈이 많게,-1.0
까탈이 많다,-1.0
깍아내리다,-1.0
깎아내려,-1.0
깎아내려 배척함,-1.0
깎아내려 헐뜯음,-2.0
깎아내리기,-1.0
깎아내리기 잘하다,-1.0
깎아내리려,-1.0
깎아내리려 함,-1.0
깐깐하고,-1.0
깐깐하다,-1.0
깐작깐작하고,-1.0
깐죽대다,-1.0
깔깔하며,-1.0
깔깔하며 거북하고,-2.0
깔깔한,-1.0
깔깔한 느낌,-1.0
깔끄럽게,-1.0
깔끄럽게 따끔거리는,-1.0
깔끔하게,2.0
깔끔하다,2.0
깔끔하지 못하고,-1.0
깔끔하지 않고,-1.0
깔끔한,2.0
깔끔한 데가,2.0
깔끔해지다,2.0
깔보면서,-1.0
깔보면서 놀리다,-2.0
깔보아,-1.0
깔보아 업신여기다,-2.0
깔보아 업신여김,-2.0
깔봄,-1.0
깜놀,-1.0
깜짝 놀라다,-1.0
깜찍스럽게 지껄이며,-2.0
깜찍하게,1.0
깜찍하게 까딱거리는,1.0
깜찍하게 생긴,1.0
깜찍하고,1.0
깜찍하고 트인,1.0
깜찍하다,1.0
깜찍하면서도,1.0
깝,-1.0
깨갱대다,-1.0
깨끗이,1.0
깨끗이 하다,1.0
깨끗이 함,1.0
깨끗하게,1.0
깨끗하게 다듬고,1.0
깨끗하게 하다,1.0
깨끗하고,2.0
깨끗하고 깔끔하게,2.0
깨끗하고 깔끔한,1.0
깨끗하고 말끔하게,2.0
깨끗하고 매끈한,2.0
깨끗하고 순진하게,1.0
깨끗하고 시원스럽다,2.0
깨끗하고 시원하다,2.0
깨끗하고 시원한,2.0
깨끗하고 온전하다,2.0
깨끗하고 진실한,2.0
깨끗하고 칠칠한,2.0
깨끗하다,2.0
깨끗하다는,2.0
깨끗하며,2.0
깨끗하며 단아하게,2.0
깨끗하여,2.0
깨끗하여 조금도,2.0
깨끗하지 못하고,-1.0
깨끗하지 못한,-1.0
깨끗한,2.0
깨끗한 마음,2.0
깨끗한 모양,2.0
깨끗한 사람,1.0
깨끗한 사랑을,2.0
깨끗한 상태로,2.0
깨끗한 생혈,2.0
깨닫거나,1.0
깨닫게,1.0
깨닫게 하거나,1.0
깨닫고자,1.0
깨닫는,1.0
깨닫는 경지에,1.0
깨닫다,1.0
깨달아,1.0
깨달아 알게,1.0
깨달아 알다,1.0
깨달아 얻음,1.0
깨달은 상태,1.0
깨달음,1.0
깨달음을,1.0
깨달음을 방해하는,-1.0
깨달음을 얻고,1.0
깨달음의,1.0
깨달음의 지혜이다,1.0
깨뜨려 버리다,-1.0
깨뜨리다,-1.0
깨알같다,1.0
깨어지거나,-1.0
깨어지다,-1.0
깨우쳐,1.0
깨우쳐 주고,1.0
깨지다,-1.0
깨진,-1.0
깨침이 늦고,-1.0
깽깽대다,-1.0
꺼꾸러트리다,-1.0
꺼덕거리다,-1.0
꺼덕대다,-1.0
꺼덕이다,-1.0
꺼려지거나,-2.0
꺼리는,-2.0
꺼리는 날,-2.0
꺼리는 마음으로,-2.0
꺼리다,-2.0
꺼리어,-2.0
꺼리어 피하거나,-2.0
꺼린다,-2.0
꺼림,-2.0
꺼림칙하고,-2.0
꺼림칙하여,-2.0
꺼림칙해,-2.0
꺼림칙해 보일,-2.0
꺼먹대다,-1.0
꺼부는,-1.0
꺼부는 모양,-1.0
꺼부러져,-1.0
꺼부러져 보이게,-1.0
꺼불거리고,-1.0
꺼불대다,-1.0
꺼칠하게,-1.0
꺼칠하게 일어선,-1.0
꺼칠하다,-1.0
꺽어 약해지게,-1.0
꺾어 누르다,-1.0
꺾이다,-1.0
꺾이어 무너지다,-1.0
꺾이어 약해지다,-1.0
꺾임,-1.0
껄끄러운,-1.0
껄끄러운 모양,-1.0
껄끄럽게 뜨끔거리는,-1.0
껄렁껄렁한,-1.0
껄렁껄렁한 사람,-1.0
껄렁껄렁한 사람들의,-1.0
꼬락서니,-1.0
꼬물거리는,-1.0
꼬물거리는 모양,-1.0
꼬이거나,-2.0
꼬이거나 틀어지다,-2.0
꼬집거나,-1.0
꼬집히는,-1.0
꼬집히는 것처럼,-1.0
꼭 맞다,1.0
꼭 알맞다,1.0
꼭 어울리고,2.0
꼴사나운,-2.0
꼴사납게,-2.0
꼴사납게 우는,-2.0
꼴사납다,-2.0
꼼꼼하게,1.0
꼼꼼하게 자세히,1.0
꼼꼼하고,1.0
꼼꼼하고 자상하게,2.0
꼼꼼하다,1.0
꼼꼼하지 않아,-1.0
꼼꼼한,2.0
꼿꼿하며,1.0
꼿꼿하며 건장하다,2.0
꼿꼿하며 건장한,2.0
꽁알대다,-1.0
꽁하다,-1.0
꽃이 보드랍고,2.0
꽉 막힌,-2.0
